SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
2578464,MCY,Mercury General Corp.,867129,"$24,808,560.69 ",0.001804514,Property & Casualty Insurance,US,---
2456957,DIN,Dine Brands Global Inc.,452134,"$24,767,900.52 ",0.001801557,Restaurants,US,---
BMXXBD9,FIGS,Figs Inc. Class A,4002813,"$24,737,384.34 ",0.001799337,"Apparel, Accessories & Luxury Goods",US,---
BZ1LFB2,DCPH,Deciphera Pharmaceuticals Inc.,1760798,"$24,721,603.92 ",0.001798189,Biotechnology,US,---
B9NSBM2,ADMA,ADMA Biologics Inc.,6411673,"$24,684,941.05 ",0.001795522,Biotechnology,US,---
BKY83Q6,OSCR,Oscar Health Inc. Class A,3936237,"$24,680,205.99 ",0.001795178,Life & Health Insurance,US,---
2150420,SCS,Steelcase Inc. Class A,2712443,"$24,601,858.01 ",0.001789479,Office Services & Supplies,US,---
BMGHM13,PLL,Piedmont Lithium Inc.,549285,"$24,585,996.60 ",0.001788325,Diversified Metals & Mining,US,---
BDDXF67,INVA,Innoviva Inc.,1926684,"$24,565,221 ",0.001786814,Pharmaceuticals,US,---
BPBLNG3,UDMY,Udemy Inc.,2370324,"$24,556,556.64 ",0.001786184,Education Services,US,---
2925037,UTL,Unitil Corp.,501679,"$24,491,968.78 ",0.001781486,Multi-Utilities,US,---
2967675,BRKL,Brookline Bancorp Inc.,2542527,"$24,331,983.39 ",0.001769849,Regional Banks,US,---
2502151,GABC,German American Bancorp Inc.,840370,"$24,311,904.10 ",0.001768388,Regional Banks,US,---
2889768,DDD,3D Systems Corp.,3852133,"$24,306,959.23 ",0.001768029,Industrial Machinery & Supplies & Components,US,---
B8L2DV2,AVTA,Avantax Inc.,1160382,"$24,275,191.44 ",0.001765718,Asset Management & Custody Banks,US,---
B6T6J81,PRLB,Proto Labs Inc.,821262,"$24,227,229 ",0.001762229,Industrial Machinery & Supplies & Components,US,---
BP7L5C7,XMTR,Xometry Inc. Class A,1271417,"$24,220,493.85 ",0.00176174,Trading Companies & Distributors,US,---
BMTD3M6,LPRO,Open Lending Corp.,2935132,"$24,214,839 ",0.001761328,Financial Exchanges & Data,US,---
2763602,PFBC,Preferred Bank/Los Angeles CA,389302,"$24,179,547.22 ",0.001758761,Regional Banks,US,---
BK71LY6,WW,WW International Inc.,2486637,"$24,145,245.27 ",0.001756266,Specialized Consumer Services,US,---
B7M66F1,MRC,MRC Global Inc.,2579179,"$24,037,948.28 ",0.001748462,Trading Companies & Distributors,US,---
2648055,EGBN,Eagle Bancorp Inc.,997446,"$23,998,550.76 ",0.001745596,Regional Banks,US,---
2772998,JBSS,John B Sanfilippo & Son Inc.,238465,"$23,929,962.75 ",0.001740607,Packaged Foods & Meats,US,---
B1XH822,TTGT,TechTarget Inc.,831768,"$23,913,330 ",0.001739397,Advertising,US,---
BMBM6H7,NKLA,Nikola Corp.,20236448,"$23,879,008.64 ",0.001736901,Construction Machinery & Heavy Transportation Equipment,US,---
B0PZN33,BKD,Brookdale Senior Living Inc.,5604636,"$23,819,703 ",0.001732587,Health Care Facilities,US,---
2125246,SAH,Sonic Automotive Inc. Class A,444708,"$23,711,830.56 ",0.001724741,Automotive Retail,US,---
BMG95P4,INFA,Informatica Inc. Class A,1125336,"$23,575,789.20 ",0.001714845,Application Software,US,---
BH2QZH6,SP,SP Plus Corp.,601630,"$23,565,847.10 ",0.001714122,Environmental & Facilities Services,US,---
BMFZ702,DCOM,Dime Community Bancshares Inc.,1101151,"$23,465,527.81 ",0.001706825,Regional Banks,US,---
B3R0638,SXC,SunCoke Energy Inc.,2522025,"$23,454,832.50 ",0.001706047,Steel,US,---
BN4G703,AMC,AMC Entertainment Holdings Inc. Class A,1867438.17,"$23,436,349.03 ",0.001704703,Movies & Entertainment,US,---
BF5C2N2,ACMR,ACM Research Inc. Class A,1331267,"$23,377,048.52 ",0.001700389,Semiconductor Materials & Equipment,US,---
2115902,OPK,OPKO Health Inc.,12728537,"$23,293,222.71 ",0.001694292,Health Care Services,US,---
BDQYWV1,VREX,Varex Imaging Corp.,1183858,"$23,286,486.86 ",0.001693802,Health Care Equipment,US,---
BYNH8R8,GDEN,Golden Entertainment Inc,638631,"$23,252,554.71 ",0.001691334,Casinos & Gaming,US,---
BX7RSN3,COLL,Collegium Pharmaceutical Inc.,991246,"$23,214,981.32 ",0.001688601,Pharmaceuticals,US,---
BRBD9F4,CAVA,Cava Group Inc.,521210,"$23,146,936.10 ",0.001683652,Restaurants,US,---
BKVDKY1,MPLN,Multiplan Corp.,13533512,"$23,142,305.52 ",0.001683315,Health Care Technology,US,---
2926773,VSEC,VSE Corp.,407011,"$23,097,874.25 ",0.001680083,Diversified Support Services,US,---
BNHTRL0,STEM,Stem Inc.,4531301,"$23,064,322.09 ",0.001677642,Electrical Components & Equipment,US,---
BYQLZ65,BXC,BlueLinx Holdings Inc.,258113,"$23,039,166.38 ",0.001675813,Trading Companies & Distributors,US,---
B0X46B1,KOP,Koppers Holdings Inc.,600901,"$23,008,499.29 ",0.001673582,Commodity Chemicals,US,---
BFMZ4W7,CDMO,Avid Bioservices Inc.,1945642,"$22,958,575.60 ",0.001669951,Biotechnology,US,---
BK5T6R0,RAPT,RAPT Therapeutics Inc.,1200884,"$22,936,884.40 ",0.001668373,Biotechnology,US,---
2240622,CRAI,CRA International Inc.,210751,"$22,893,881.13 ",0.001665245,Research & Consulting Services,US,---
B1W8J67,TFSL,TFS Financial Corp.,1679886,"$22,863,248.46 ",0.001663017,Commercial & Residential Mortgage Financ,US,---
BK95GR4,LC,LendingClub Corp.,3283854,"$22,855,623.84 ",0.001662462,Consumer Finance,US,---
BMPRZV5,KYMR,Kymera Therapeutics Inc.,1196248,"$22,824,411.84 ",0.001660192,Biotechnology,US,---
2697422,POWL,Powell Industries Inc.,271733,"$22,817,420.01 ",0.001659683,Electrical Components & Equipment,US,---
2553814,MLAB,Mesa Laboratories Inc.,159129,"$22,812,733.44 ",0.001659342,Life Sciences Tools & Services,US,---
BSHZ3P9,PRAA,PRA Group Inc.,1170822,"$22,807,612.56 ",0.00165897,Consumer Finance,US,---
BNQ4YF9,CNOB,ConnectOne Bancorp Inc.,1192696,"$22,804,347.52 ",0.001658732,Regional Banks,US,---
BMCMWY5,THRY,Thryv Holdings Inc.,1117856,"$22,793,083.84 ",0.001657913,Advertising,US,---
BKP4P23,DCGO,DocGo Inc.,2537297,"$22,708,808.15 ",0.001651783,Health Care Services,US,---
2719456,RES,RPC Inc.,2816529,"$22,504,066.71 ",0.001636891,Oil & Gas Equipment & Services,US,---
BMFZ3F9,DFH,Dream Finders Homes Inc. Class A,778333,"$22,431,557.06 ",0.001631617,Homebuilding,US,---
B3KWJV0,CFFN,Capitol Federal Financial Inc.,3952960,"$22,413,283.20 ",0.001630287,Regional Banks,US,---
BJN4K01,DX,Dynex Capital Inc.,1723960,"$22,342,521.60 ",0.00162514,Mortgage REITs,US,---
BZ8FPH3,EDIT,Editas Medicine Inc.,2492584,"$22,208,923.44 ",0.001615423,Biotechnology,US,---
BNRRP65,MCW,Mister Car Wash Inc.,3063543,"$22,180,051.32 ",0.001613323,Specialized Consumer Services,US,---
BN40158,SPTN,SpartanNash Co.,1017792,"$22,147,153.92 ",0.00161093,Food Distributors,US,---
2320825,ETD,Ethan Allen Interiors Inc.,705592,"$22,141,476.96 ",0.001610517,Home Furnishings,US,---
BM7V485,KROS,Keros Therapeutics Inc.,628012,"$22,049,501.32 ",0.001603827,Biotechnology,US,---
BNKGY06,FA,First Advantage Corp.,1578966,"$22,026,575.70 ",0.001602159,Human Resource & Employment Services,US,---
BZ0G875,RGNX,REGENXBIO Inc.,1239237,"$21,934,494.90 ",0.001595462,Biotechnology,US,---
BB2C2R1,GOGO,Gogo Inc.,1931306,"$21,920,323.10 ",0.001594431,Wireless Telecommunication Services,US,---
2267698,USNA,USANA Health Sciences Inc.,340345,"$21,880,780.05 ",0.001591554,Personal Care Products,US,---
BYZD465,KURA,Kura Oncology Inc.,2195764,"$21,803,936.52 ",0.001585965,Biotechnology,US,---
BMW4TN9,FUBO,fuboTV Inc.,9311740,"$21,789,471.60 ",0.001584913,Interactive Media & Services,US,---
B1Y1PC2,CLNE,Clean Energy Fuels Corp.,5109503,"$21,766,482.78 ",0.001583241,Oil & Gas Refining & Marketing,US,---
2901714,TRNS,Transcat Inc.,213427,"$21,761,016.92 ",0.001582843,Trading Companies & Distributors,US,---
BKC9SX3,ARCT,Arcturus Therapeutics Holdings Inc.,716967,"$21,759,948.45 ",0.001582765,Biotechnology,US,---
BJ1FDK7,BYND,Beyond Meat Inc.,1838192,"$21,690,665.60 ",0.001577726,Packaged Foods & Meats,US,---
2379281,GRC,Gorman-Rupp Co.,674820,"$21,688,714.80 ",0.001577584,Industrial Machinery & Supplies & Components,US,---
B96FTB5,AHH,Armada Hoffler Properties Inc.,1903636,"$21,682,414.04 ",0.001577126,Diversified REITs,US,---
2250353,HZO,MarineMax Inc.,651461,"$21,674,107.47 ",0.001576522,Other Specialty Retail,US,---
BGGJFT6,OFIX,Orthofix Medical Inc.,1023278,"$21,652,562.48 ",0.001574954,Health Care Equipment,US,---
B5T0CW1,HOUS,Anywhere Real Estate Inc.,3293319,"$21,604,172.64 ",0.001571435,Real Estate Services,US,---
BGHVXJ7,SILK,Silk Road Medical Inc.,1118088,"$21,601,460.16 ",0.001571237,Health Care Equipment,US,---
BK1MBC3,INBX,Inhibrx Inc.,1008455,"$21,580,937 ",0.001569745,Biotechnology,US,---
2414018,HTLD,Heartland Express Inc.,1428621,"$21,557,890.89 ",0.001568068,Cargo Ground Transportation,US,---
2208136,CDE,Coeur Mining Inc.,8941174,"$21,548,229.34 ",0.001567366,Gold,US,---
BK5TLP3,RPAY,Repay Holdings Corp. Class A,2322791,"$21,416,133.02 ",0.001557757,Transaction & Payment Processing Service,US,---
2183868,CENT,Central Garden & Pet Co.,483807,"$21,355,240.98 ",0.001553328,Household Products,US,---
BFZP4T1,EAF,GrafTech International Ltd.,5984730,"$21,185,944.20 ",0.001541014,Electrical Components & Equipment,US,---
2122560,SLP,Simulations Plus Inc.,475654,"$21,161,846.46 ",0.001539261,Health Care Technology,US,---
2918996,USM,United States Cellular Corp.,461155,"$21,153,179.85 ",0.001538631,Wireless Telecommunication Services,US,---
2390817,GTN,Gray Television Inc.,2622613,"$21,138,260.78 ",0.001537545,Broadcasting,US,---
BJDQXG4,NVAX,Novavax Inc.,2637431,"$21,099,448 ",0.001534722,Biotechnology,US,---
BN75T01,MTTR,Matterport Inc.,7851178,"$21,041,157.04 ",0.001530482,Application Software,US,---
BMW6894,PKST,Peakstone Realty Trust,1069900,"$21,023,535 ",0.001529201,Office REITs,US,---
BS7K7C9,NVRO,Nevro Corp.,1046584,"$20,973,543.36 ",0.001525564,Health Care Equipment,US,---
BFRBX34,COMM,CommScope Holding Co. Inc.,6269922,"$20,941,539.48 ",0.001523236,Communications Equipment,US,---
BRF2GC3,BATRA,Atlanta Braves Holdings Inc.,499203,"$20,886,653.52 ",0.001519244,Movies & Entertainment,US,---
BMGWSL0,OM,Outset Medical Inc.,1530598,"$20,831,438.78 ",0.001515228,Health Care Equipment,US,---
B01Y8Q2,LWLG,Lightwave Logic Inc.,3299828,"$20,821,914.68 ",0.001514535,Electronic Components,US,---
BP48CK8,EVLV,Evolv Technologies Holdings Inc.,2974460,"$20,791,475.40 ",0.001512321,Electronic Equipment & Instruments,US,---
BDRY7P9,ATUS,Altice USA Inc. Class A,6717067,"$20,621,395.69 ",0.00149995,Cable & Satellite,US,---
B3N5WD9,PLOW,Douglas Dynamics Inc.,676869,"$20,488,824.63 ",0.001490307,Construction Machinery & Heavy Transportation Equipment,US,---
BK6MJ46,AMRK,A-Mark Precious Metals Inc.,600243,"$20,480,291.16 ",0.001489686,Specialized Finance,US,---
B88WMY1,CHUY,Chuy's Holdings Inc.,537332,"$20,472,349.20 ",0.001489109,Restaurants,US,---
BNG47W7,TMCI,Treace Medical Concepts Inc.,1315755,"$20,459,990.25 ",0.00148821,Health Care Equipment,US,---
BRKFN59,KE,Kimball Electronics Inc.,677296,"$20,447,566.24 ",0.001487306,Electronic Manufacturing Services,US,---
B3WNNP3,GDOT,Green Dot Corp. Class A,1377254,"$20,438,449.36 ",0.001486643,Consumer Finance,US,---
BY2ZKK0,CYRX,CryoPort Inc.,1449481,"$20,437,682.10 ",0.001486587,Life Sciences Tools & Services,US,---
BMGJZJ8,IRON,Disc Medicine Inc.,384215,"$20,344,184.25 ",0.001479786,Biotechnology,US,---
BJBLBN4,BSIG,Brightsphere Investment Group Inc.,981747,"$20,331,980.37 ",0.001478899,Asset Management & Custody Banks,US,---
2200552,BJRI,BJ's Restaurants Inc.,690579,"$20,309,928.39 ",0.001477295,Restaurants,US,---
B5Q3KZ2,AOSL,Alpha & Omega Semiconductor Ltd.,643490,"$20,302,109.50 ",0.001476726,Semiconductors,BM,---
2082675,BBSI,Barrett Business Services Inc.,211351,"$20,222,063.68 ",0.001470903,Human Resource & Employment Services,US,---
BLFBX72,PFC,Premier Financial Corp.,1072357,"$20,203,205.88 ",0.001469532,Regional Banks,US,---
BKWBFH2,SPCE,Virgin Galactic Holdings Inc.,8008155,"$20,180,550.60 ",0.001467884,Aerospace & Defense,US,---
BDHSLL5,WTTR,Select Energy Services Inc. Class A,2504296,"$20,159,582.80 ",0.001466359,Oil & Gas Equipment & Services,US,---
BMDCDP2,BIGC,BigCommerce Holdings Inc.,1899824,"$20,138,134.40 ",0.001464799,Internet Services & Infrastructure,US,---
2838306,SMP,Standard Motor Products Inc.,542883,"$20,102,957.49 ",0.00146224,Automotive Parts & Equipment,US,---
BDGKSC2,SBOW,SilverBow Resources Inc.,469507,"$20,085,509.46 ",0.001460971,Oil & Gas Exploration & Production,US,---
2613086,MYE,Myers Industries Inc.,1064615,"$20,025,408.15 ",0.001456599,"Metal, Glass & Plastic Containers",US,---
BKRN595,DHC,Diversified Healthcare Trust,7363201,"$19,991,090.72 ",0.001454103,Health Care REITs,US,---
BNKJ1S2,PNT,Point Biopharma Global Inc.,2497527,"$19,880,314.92 ",0.001446046,Biotechnology,US,---
BPLYVQ8,LLYVA,Liberty Media Corp-Liberty Live,596694,"$19,875,877.14 ",0.001445723,Cable & Satellite,US,---
B29H3T5,TITN,Titan Machinery Inc.,640698,"$19,874,451.96 ",0.001445619,Trading Companies & Distributors,US,---
2279897,BELFB,Bel Fuse Inc. Class B,379156,"$19,829,858.80 ",0.001442375,Electronic Components,US,---
BMFNRG2,OLO,Olo Inc - CLASS A,3067735,"$19,786,890.75 ",0.00143925,Application Software,US,---
2658429,OSBC,Old Second Bancorp Inc.,1367182,"$19,783,123.54 ",0.001438976,Regional Banks,US,---
BYQBFQ5,FLGT,Fulgent Genetics Inc.,603703,"$19,777,310.28 ",0.001438553,Health Care Services,US,---
BQFMQ93,EHAB,Enhabit Inc.,1542041,"$19,753,545.21 ",0.001436825,Health Care Services,US,---
BJDRX78,CLSK,Cleanspark Inc.,3999678,"$19,718,412.54 ",0.001434269,Application Software,US,---
B59DK93,SPWR,SunPower Corp.,2745685,"$19,659,104.60 ",0.001429955,Electrical Components & Equipment,US,---
BK7FYL6,ACEL,Accel Entertainment Inc. Class A,1651081,"$19,631,353.09 ",0.001427937,Casinos & Gaming,US,---
2813961,CRMT,America's Car-Mart Inc./TX,175495,"$19,534,348.45 ",0.001420881,Automotive Retail,US,---
BCD47X4,BANC,Banc of California Inc.,1550511,"$19,427,902.83 ",0.001413138,Regional Banks,US,---
2977500,WWW,Wolverine World Wide Inc.,2402640,"$19,413,331.20 ",0.001412078,Footwear,US,---
BLCHF11,GDYN,Grid Dynamics Holdings Inc.,1666570,"$19,382,209.10 ",0.001409815,IT Consulting & Other Services,US,---
BMGWSJ8,CRSR,Corsair Gaming Inc.,1232424,"$19,373,705.28 ",0.001409196,"Technology Hardware, Storage & Periphera",US,---
BN0TRB7,LFST,LifeStance Health Group Inc.,2350645,"$19,298,795.45 ",0.001403747,Health Care Services,US,---
2927497,UHT,Universal Health Realty Income Trust,413444,"$19,278,893.72 ",0.0014023,Health Care REITs,US,---
B2NC471,SATS,EchoStar Corp. Class A,1106964,"$19,239,034.32 ",0.0013994,Alternative Carriers,US,---
2890265,TWI,Titan International Inc.,1526933,"$19,224,086.47 ",0.001398313,Agricultural & Farm Machinery,US,---
BMBT0Z4,VTOL,Bristow Group Inc.,693278,"$19,203,800.60 ",0.001396838,Oil & Gas Equipment & Services,US,---
2884280,TTI,TETRA Technologies Inc.,3494648,"$19,185,617.52 ",0.001395515,Oil & Gas Equipment & Services,US,---
2283229,DCO,Ducommun Inc.,421727,"$19,175,926.69 ",0.00139481,Aerospace & Defense,US,---
BN13S71,OABI,OmniAb Inc.,3296609,"$19,120,332.20 ",0.001390766,Life Sciences Tools & Services,US,---
2412700,NVRI,Enviri Corp.,2563153,"$19,095,489.85 ",0.001388959,Environmental & Facilities Services,US,---
BMDJ3B9,UWMC,UWM Holdings Corp.,3194929,"$19,041,776.84 ",0.001385052,Commercial & Residential Mortgage Financ,US,---
BKLCX50,HCAT,Health Catalyst Inc.,1626169,"$19,009,915.61 ",0.001382735,Health Care Technology,US,---
2239017,AORT,Artivion Inc.,1123317,"$19,006,523.64 ",0.001382488,Health Care Equipment,US,---
2619880,HFWA,Heritage Financial Corp./WA,1102412,"$18,983,534.64 ",0.001380816,Regional Banks,US,---
BQLSDL6,SVV,Savers Value Village Inc.,766904,"$18,980,874 ",0.001380622,Broadline Retail,US,---
BMV1Z44,AMPL,Amplitude Inc. Class A,1624774,"$18,977,360.32 ",0.001380367,Application Software,US,---
2196781,CHS,Chico's FAS Inc.,3692504,"$18,942,545.52 ",0.001377834,Apparel Retail,US,---
BPCHD26,SMRT,SmartRent Inc.,5566988,"$18,927,759.20 ",0.001376759,Electronic Equipment & Instruments,US,---
BLPNQJ1,KNTK,Kinetik Holdings Inc. Class A,538522,"$18,907,507.42 ",0.001375286,Oil & Gas Storage & Transportation,US,---
BM8JV32,PL,Planet Labs PBC,5801296,"$18,854,212 ",0.001371409,Research & Consulting Services,US,---
2063670,REX,REX American Resources Corp.,477153,"$18,842,771.97 ",0.001370577,Oil & Gas Refining & Marketing,US,---
BJ1FD74,RVLV,Revolve Group Inc.,1280737,"$18,762,797.05 ",0.00136476,Apparel Retail,US,---
BMH73N1,ARKO,Arko Corp.,2482070,"$18,689,987.10 ",0.001359464,Automotive Retail,US,---
BPLJ828,ADTN,ADTRAN Holdings Inc.,2181394,"$18,650,918.70 ",0.001356622,Communications Equipment,US,---
B3M7R64,INN,Summit Hotel Properties Inc.,3209693,"$18,648,316.33 ",0.001356433,Hotel & Resort REITs,US,---
2325875,IIIN,Insteel Industries Inc.,535957,"$18,624,505.75 ",0.001354701,Building Products,US,---
B3K9Z35,CLW,Clearwater Paper Corp.,486081,"$18,612,041.49 ",0.001353794,Paper Products,US,---
BMHR7L7,ALKT,Alkami Technology Inc.,1064985,"$18,552,038.70 ",0.00134943,Application Software,US,---
BKLXFX5,FDMT,4D Molecular Therapeutics Inc.,1139344,"$18,548,520.32 ",0.001349174,Biotechnology,US,---
2012735,ATRI,Atrion Corp.,39845,"$18,531,909.50 ",0.001347966,Health Care Supplies,US,---
BKF9D68,AMK,AssetMark Financial Holdings Inc.,640865,"$18,514,589.85 ",0.001346706,Asset Management & Custody Banks,US,---
BMJ0GR3,RXST,RxSight Inc.,632138,"$18,338,323.38 ",0.001333885,Health Care Supplies,US,---
BDFCGV4,MTW,Manitowoc Co. Inc.,1083726,"$18,336,643.92 ",0.001333763,Construction Machinery & Heavy Transportation Equipment,US,---
2483223,KAMN,Kaman Corp.,815429,"$18,290,072.47 ",0.001330375,Aerospace & Defense,US,---
2706470,CTBI,Community Trust Bancorp Inc.,515007,"$18,282,748.50 ",0.001329842,Regional Banks,US,---
BMGCGK5,RUM,Rumble Inc.,2181400,"$18,258,318 ",0.001328065,Interactive Media & Services,US,---
2157175,CNXN,PC Connection Inc.,343225,"$18,232,112 ",0.001326159,Technology Distributors,US,---
2862532,SSP,EW Scripps Co. Class A,2380474,"$18,186,821.36 ",0.001322865,Broadcasting,US,---
2804501,AGX,Argan Inc.,427894,"$18,176,937.12 ",0.001322146,Construction & Engineering,US,---
BD3DWD3,TELL,Tellurian Inc.,16208795,"$18,153,850.40 ",0.001320467,Oil & Gas Exploration & Production,US,---
BF0YMC2,KREF,KKR Real Estate Finance Trust Inc.,1451080,"$18,153,010.80 ",0.001320406,Mortgage REITs,US,---
BG216W6,IMXI,International Money Express Inc.,1047443,"$18,120,763.90 ",0.00131806,Transaction & Payment Processing Service,US,---
BPBJFM7,PRME,Prime Medicine Inc.,1363505,"$18,052,806.20 ",0.001313117,Biotechnology,US,---
B86V808,TILE,Interface Inc. Class A,1745201,"$18,027,926.33 ",0.001311307,Office Services & Supplies,US,---
BSNMBW7,GMRE,Global Medical REIT Inc.,1861159,"$18,016,019.12 ",0.001310441,Health Care REITs,US,---
BMWHPY1,RNA,Avidity Biosciences Inc.,2380299,"$17,995,060.44 ",0.001308917,Biotechnology,US,---
2888613,TMP,Tompkins Financial Corp.,345317,"$17,932,311.81 ",0.001304353,Regional Banks,US,---
BYTYP72,AVXL,Anavex Life Sciences Corp.,2266872,"$17,908,288.80 ",0.001302605,Biotechnology,US,---
BD8NBC0,LGF.A,Lions Gate Entertainment Corp. Class A,2256924,"$17,874,838.08 ",0.001300172,Movies & Entertainment,CA,---
B7ZKH46,AMBC,Ambac Financial Group Inc.,1386506,"$17,858,197.28 ",0.001298962,Property & Casualty Insurance,US,---
BKDSMB5,AMTB,Amerant Bancorp Inc.,951334,"$17,856,539.18 ",0.001298841,Regional Banks,US,---
BLH3WV3,NAPA,Duckhorn Portfolio Inc.,1427054,"$17,752,551.76 ",0.001291277,Distillers & Vintners,US,---
2536882,LXU,LSB Industries Inc.,1753855,"$17,749,012.60 ",0.00129102,Diversified Chemicals,US,---
BD978B9,IESC,IES Holdings Inc.,235697,"$17,672,561.06 ",0.001285459,Construction & Engineering,US,---
BQXKDH6,LEU,Centrus Energy Corp. Class A,371662,"$17,639,078.52 ",0.001283023,Coal & Consumable Fuels,US,---
B83TNY4,LAND,Gladstone Land Corp.,1118425,"$17,592,825.25 ",0.001279659,Other Specialized REITs,US,---
BK6S6J8,FCEL,FuelCell Energy Inc.,12547591,"$17,566,627.40 ",0.001277754,Electrical Components & Equipment,US,---
BYWLRV8,CNDT,Conduent Inc.,5553255,"$17,437,220.70 ",0.001268341,Data Processing & Outsourced Services,US,---
BP0TJN7,XPOF,Xponential Fitness Inc. Class A,804094,"$17,416,676.04 ",0.001266846,Leisure Facilities,US,---
BMXZF55,CCSI,Consensus Cloud Solutions Inc.,544091,"$17,372,825.63 ",0.001263657,Application Software,US,---
BMX7WP0,SWI,SolarWinds Corp.,1618452,"$17,236,513.80 ",0.001253742,Systems Software,US,---
BNHP503,PUBM,PubMatic Inc. Class A,1239124,"$17,223,823.60 ",0.001252819,Advertising,US,---
B02WVH7,HAYN,Haynes International Inc.,351719,"$17,167,404.39 ",0.001248715,Steel,US,---
BM8TFC9,SNCY,Sun Country Airlines Holdings Inc.,1145414,"$17,055,214.46 ",0.001240555,Passenger Airlines,US,---
BYWL5L4,KIDS,OrthoPediatrics Corp.,446225,"$17,054,719.50 ",0.001240519,Health Care Supplies,US,---
2487117,KELYA,Kelly Services Inc. Class A,921762,"$17,043,379.38 ",0.001239694,Human Resource & Employment Services,US,---
2276627,DXPE,DXP Enterprises Inc./TX,478217,"$17,010,178.69 ",0.001237279,Trading Companies & Distributors,US,---
BMBX3P7,VTS,Vitesse Energy Inc.,730922,"$16,986,627.28 ",0.001235566,Oil & Gas Exploration & Production,US,---
2859200,CVGW,Calavo Growers Inc.,512935,"$16,906,337.60 ",0.001229726,Packaged Foods & Meats,US,---
2893071,TGI,Triumph Group Inc.,1794321,"$16,884,560.61 ",0.001228142,Aerospace & Defense,US,---
BF950B1,TTEC,TTEC Holdings Inc.,567356,"$16,884,514.56 ",0.001228138,Data Processing & Outsourced Services,US,---
BMYGG87,SWBI,Smith & Wesson Brands Inc.,1433189,"$16,825,638.86 ",0.001223856,Leisure Products,US,---
2316103,EBF,Ennis Inc.,789811,"$16,822,974.30 ",0.001223662,Commercial Printing,US,---
BQ0QT80,RICK,RCI Hospitality Holdings Inc.,257289,"$16,795,825.92 ",0.001221687,Restaurants,US,---
B6TPXR5,HAFC,Hanmi Financial Corp.,968596,"$16,776,082.72 ",0.001220251,Regional Banks,US,---
BF2G4D1,IIIV,I3 Verticals Inc. Class A,707059,"$16,721,945.35 ",0.001216313,Transaction & Payment Processing Service,US,---
BJ9J282,DBI,Designer Brands Inc. Class A,1590136,"$16,712,329.36 ",0.001215614,Apparel Retail,US,---
2966865,RUSHB,Rush Enterprises Inc. Class B,363319,"$16,701,774.43 ",0.001214846,Trading Companies & Distributors,US,---
BNQQ6C6,SKIN,Beauty Health Co.,2693942,"$16,594,682.72 ",0.001207057,Personal Care Products,US,---
2250580,DENN,Denny's Corp.,1741210,"$16,593,731.30 ",0.001206987,Restaurants,US,---
BN6HHQ0,MNTK,Montauk Renewables Inc.,1737042,"$16,588,751.10 ",0.001206625,Renewable Electricity,US,---
BF1GM49,CDLX,Cardlytics Inc.,995092,"$16,578,232.72 ",0.00120586,Advertising,US,---
BN15WD1,DYN,Dyne Therapeutics Inc.,1453532,"$16,570,264.80 ",0.001205281,Biotechnology,US,---
2697853,RGP,Resources Connection Inc.,1068324,"$16,569,705.24 ",0.00120524,Research & Consulting Services,US,---
BDH65C8,PETQ,PetIQ Inc. Class A,867296,"$16,548,007.68 ",0.001203662,Health Care Distributors,US,---
BKZH191,FPI,Farmland Partners Inc.,1486534,"$16,500,527.40 ",0.001200208,Other Specialized REITs,US,---
2777777,BFS,Saul Centers Inc.,439170,"$16,495,225.20 ",0.001199822,Retail REITs,US,---
2428376,HIBB,Hibbett Inc.,355884,"$16,480,988.04 ",0.001198787,Other Specialty Retail,US,---
BD5G2C9,BY,Byline Bancorp Inc.,777481,"$16,467,047.58 ",0.001197773,Regional Banks,US,---
BF01Q65,BRY,Berry Corp.,1914730,"$16,409,236.10 ",0.001193568,Oil & Gas Exploration & Production,US,---
B01KGF5,VVI,Viad Corp.,577927,"$16,407,347.53 ",0.00119343,Diversified Support Services,US,---
BKLCWZ3,CSTL,Castle Biosciences Inc.,819406,"$16,330,761.58 ",0.00118786,Health Care Services,US,---
BFNF1D6,AMRX,Amneal Pharmaceuticals Inc.,3989978,"$16,319,010.02 ",0.001187005,Pharmaceuticals,US,---
B1LDZK9,GLDD,Great Lakes Dredge & Dock Corp.,1843428,"$16,277,469.24 ",0.001183983,Construction & Engineering,US,---
2249254,HCKT,Hackett Group Inc.,689753,"$16,257,478.21 ",0.001182529,IT Consulting & Other Services,US,---
BF4HN46,SNBR,Sleep Number Corp.,633551,"$16,206,234.58 ",0.001178802,Homefurnishing Retail,US,---
BLB56T1,PX,P10 Inc. Class A,1343205,"$16,185,620.25 ",0.001177302,Asset Management & Custody Banks,US,---
BK5MWR1,CABA,Cabaletta Bio Inc.,1142580,"$16,178,932.80 ",0.001176816,Biotechnology,US,---
BMH10B0,CTLP,Cantaloupe Inc.,2042575,"$16,177,194 ",0.00117669,Transaction & Payment Processing Service,US,---
B019BK2,FMNB,Farmers National Banc Corp.,1273130,"$16,168,751 ",0.001176075,Regional Banks,US,---
BKVK9N4,EWCZ,European Wax Center Inc. Class A,926577,"$16,085,376.72 ",0.001170011,Specialized Consumer Services,US,---
B3F05P5,DMRC,Digimarc Corp.,490852,"$16,070,494.48 ",0.001168928,Application Software,US,---
